Zeit von [CET/CEST];Zeit bis [CET/CEST];Preis Erstveröffentlichung [EUR/MWh];Preis 15 min [EUR/MWh];Preis final [EUR/MWh],,,
26.09.2023 07:00:00;26.09.2023 07:15:00;281,67;281,67;40,2
26.09.2023 07:15:00;26.09.2023 07:30:00;266,49;269,61;258,86
26.09.2023 07:30:00;26.09.2023 07:45:00;273,81;266,55;266,55
26.09.2023 07:45:00;26.09.2023 08:00:00;188,97;177,63;171,82
26.09.2023 08:00:00;26.09.2023 08:15:00;246,38;267,58;267,58
26.09.2023 08:15:00;26.09.2023 08:30:00;183,53;182,90;182,90
26.09.2023 08:30:00;26.09.2023 08:45:00;118,81;117,36;114,79
26.09.2023 08:45:00;26.09.2023 09:00:00;57,81;57,81;59,27
26.09.2023 09:00:00;26.09.2023 09:15:00;33,58;33,58;33,11
26.09.2023 09:15:00;26.09.2023 09:30:00;28,36;28,36;27,68
26.09.2023 09:30:00;26.09.2023 09:45:00;58,22;58,22;62,85
26.09.2023 09:45:00;26.09.2023 10:00:00;20,23;20,23;19,86
26.09.2023 10:00:00;26.09.2023 10:15:00;151,64;151,64;151,64
26.09.2023 10:15:00;26.09.2023 10:30:00;111,67;111,67;111,67
26.09.2023 10:30:00;26.09.2023 10:45:00;92,41;90,99;88,60
26.09.2023 10:45:00;26.09.2023 11:00:00;41,64;37,76;37,76
26.09.2023 11:00:00;26.09.2023 11:15:00;106,91;107,34;106,63
26.09.2023 11:15:00;26.09.2023 11:30:00;96,81;101,28;98,63
26.09.2023 11:30:00;26.09.2023 11:45:00;79,28;78,39;46,52
26.09.2023 11:45:00;26.09.2023 12:00:00;38,88;37,90;37,90
26.09.2023 12:00:00;26.09.2023 12:15:00;9,17;9,17;11,58
26.09.2023 12:15:00;26.09.2023 12:30:00;16,25;16,25;21,17
26.09.2023 12:30:00;26.09.2023 12:45:00;59,12;59,12;59,35
26.09.2023 12:45:00;26.09.2023 13:00:00;3,94;3,94;3,46
26.09.2023 13:00:00;26.09.2023 13:15:00;133,14;133,14;139,20
26.09.2023 13:15:00;26.09.2023 13:30:00;139,06;139,06;138,55
26.09.2023 13:30:00;26.09.2023 13:45:00;69,32;68,78;66,40
26.09.2023 13:45:00;26.09.2023 14:00:00;72,15;72,87;71,82
26.09.2023 14:00:00;26.09.2023 14:15:00;49,78;35,69;33,79
26.09.2023 14:15:00;26.09.2023 14:30:00;135,30;135,30;135,56
26.09.2023 14:30:00;26.09.2023 14:45:00;88,56;88,56;85,96
26.09.2023 14:45:00;26.09.2023 15:00:00;143,15;143,15;81,8
26.09.2023 15:00:00;26.09.2023 15:15:00;51,49;50,86;49,42
26.09.2023 15:15:00;26.09.2023 15:30:00;136,80;136,80;76,85
26.09.2023 15:30:00;26.09.2023 15:45:00;142,19;142,19;142,35
26.09.2023 15:45:00;26.09.2023 16:00:00;142,43;142,43;92,95
26.09.2023 16:00:00;26.09.2023 16:15:00;27,74;27,74;27,95
26.09.2023 16:15:00;26.09.2023 16:30:00;40,02;40,02;40,2
26.09.2023 16:30:00;26.09.2023 16:45:00;143,75;143,75;75,8
26.09.2023 16:45:00;26.09.2023 17:00:00;140,18;139,92;138,39
26.09.2023 17:00:00;26.09.2023 17:15:00;112,75;112,75;90,73
26.09.2023 17:15:00;26.09.2023 17:30:00;143,44;143,44;130,99
26.09.2023 17:30:00;26.09.2023 17:45:00;191,78;191,78;191,98
26.09.2023 17:45:00;26.09.2023 18:00:00;278,73;278,73;279,4
26.09.2023 18:00:00;26.09.2023 18:15:00;161,17;161,17;160,34
26.09.2023 18:15:00;26.09.2023 18:30:00;159,26;156,23;155,63
26.09.2023 18:30:00;26.09.2023 18:45:00;158,61;160,20;57,93
26.09.2023 18:45:00;26.09.2023 19:00:00;259,70;269,21;260,7
26.09.2023 19:00:00;26.09.2023 19:15:00;235,92;248,37;248,37
26.09.2023 19:15:00;26.09.2023 19:30:00;251,54;281,24;281,24
26.09.2023 19:30:00;26.09.2023 19:45:00;247,78;264,14;264,14
26.09.2023 19:45:00;26.09.2023 20:00:00;214,37;244,44;244,44
26.09.2023 20:00:00;26.09.2023 20:15:00;205,91;408,23;408,23
26.09.2023 20:15:00;26.09.2023 20:30:00;104,16;266,33;266,33
26.09.2023 20:30:00;26.09.2023 20:45:00;97,51;201,44;201,44
26.09.2023 20:45:00;26.09.2023 21:00:00;65,98;65,98;57,11
26.09.2023 21:00:00;26.09.2023 21:15:00;212,61;240,82;238,9
26.09.2023 21:15:00;26.09.2023 21:30:00;69,34;162,55;64,12
26.09.2023 21:30:00;26.09.2023 21:45:00;-0,40;6,46;4,88
26.09.2023 21:45:00;26.09.2023 22:00:00;96,50;97,60;56,38
26.09.2023 22:00:00;26.09.2023 22:15:00;81,92;180,81;68,3
26.09.2023 22:15:00;26.09.2023 22:30:00;67,41;161,09;69,57
26.09.2023 22:30:00;26.09.2023 22:45:00;-3,42;52,17;51,85
26.09.2023 22:45:00;26.09.2023 23:00:00;-0,95;61,45;69,25
26.09.2023 23:00:00;26.09.2023 23:15:00;194,86;194,86;194,87
26.09.2023 23:15:00;26.09.2023 23:30:00;189,74;189,74;189,90
26.09.2023 23:30:00;26.09.2023 23:45:00;-8,89;69,79;69,79
26.09.2023 23:45:00;27.09.2023 00:00:00;-6,81;69,79;69,79
27.09.2023 00:00:00;27.09.2023 00:15:00;100,95;132,64;127,17
27.09.2023 00:15:00;27.09.2023 00:30:00;72,43;72,43;72,31
27.09.2023 00:30:00;27.09.2023 00:45:00;74,69;74,69;74,67
27.09.2023 00:45:00;27.09.2023 01:00:00;74,93;74,93;73,47
27.09.2023 01:00:00;27.09.2023 01:15:00;209,48;209,48;209,48
27.09.2023 01:15:00;27.09.2023 01:30:00;204,90;204,90;204,91
27.09.2023 01:30:00;27.09.2023 01:45:00;65,00;65,00;65,0
27.09.2023 01:45:00;27.09.2023 02:00:00;56,87;65,00;65,0
27.09.2023 02:00:00;27.09.2023 02:15:00;89,19;101,76;97,39
27.09.2023 02:15:00;27.09.2023 02:30:00;69,36;69,36;69,52
27.09.2023 02:30:00;27.09.2023 02:45:00;73,65;87,43;87,12
27.09.2023 02:45:00;27.09.2023 03:00:00;42,80;42,80;43,12
27.09.2023 03:00:00;27.09.2023 03:15:00;101,23;101,40;80,34
27.09.2023 03:15:00;27.09.2023 03:30:00;54,99;54,99;56,67
27.09.2023 03:30:00;27.09.2023 03:45:00;51,37;51,37;52,4
27.09.2023 03:45:00;27.09.2023 04:00:00;41,65;41,65;42,51
27.09.2023 04:00:00;27.09.2023 04:15:00;108,20;110,28;108,95
27.09.2023 04:15:00;27.09.2023 04:30:00;112,87;112,87;110,88
27.09.2023 04:30:00;27.09.2023 04:45:00;111,41;111,42;111,42
27.09.2023 04:45:00;27.09.2023 05:00:00;154,02;154,58;154,1
27.09.2023 05:00:00;27.09.2023 05:15:00;88,29;79,47;64,56
27.09.2023 05:15:00;27.09.2023 05:30:00;3,08;3,08;3,29
27.09.2023 05:30:00;27.09.2023 05:45:00;144,43;144,43;73,85
27.09.2023 05:45:00;27.09.2023 06:00:00;137,63;137,35;132,22
27.09.2023 06:00:00;27.09.2023 06:15:00;116,40;116,40;119,95
27.09.2023 06:15:00;27.09.2023 06:30:00;135,19;135,19;54,71
27.09.2023 06:30:00;27.09.2023 06:45:00;286,69;286,69;287,83
27.09.2023 06:45:00;27.09.2023 07:00:00;208,68;208,68;180,18
27.09.2023 07:00:00;27.09.2023 07:15:00;214,54;224,60;222,96
27.09.2023 07:15:00;27.09.2023 07:30:00;208,89;216,49;207,41
27.09.2023 07:30:00;27.09.2023 07:45:00;187,09;181,98;172,90
27.09.2023 07:45:00;27.09.2023 08:00:00;90,10;91,19;87,8
27.09.2023 08:00:00;27.09.2023 08:15:00;275,08;271,51;260,55
27.09.2023 08:15:00;27.09.2023 08:30:00;170,79;170,03;85,38
27.09.2023 08:30:00;27.09.2023 08:45:00;104,75;105,23;103,18
27.09.2023 08:45:00;27.09.2023 09:00:00;119,40;118,37;114,22
27.09.2023 09:00:00;27.09.2023 09:15:00;185,28;184,65;178,28
27.09.2023 09:15:00;27.09.2023 09:30:00;84,88;84,88;85,35
27.09.2023 09:30:00;27.09.2023 09:45:00;115,34;114,24;114,24
27.09.2023 09:45:00;27.09.2023 10:00:00;112,19;112,19;112,19
27.09.2023 10:00:00;27.09.2023 10:15:00;146,62;146,62;146,56
27.09.2023 10:15:00;27.09.2023 10:30:00;199,99;199,99;200,19
27.09.2023 10:30:00;27.09.2023 10:45:00;143,15;143,15;143,15
27.09.2023 10:45:00;27.09.2023 11:00:00;113,17;113,17;89,68
27.09.2023 11:00:00;27.09.2023 11:15:00;128,56;129,45;129,45
27.09.2023 11:15:00;27.09.2023 11:30:00;100,88;101,72;100,39
27.09.2023 11:30:00;27.09.2023 11:45:00;98,95;99,51;97,27
27.09.2023 11:45:00;27.09.2023 12:00:00;55,56;59,06;3,1
27.09.2023 12:00:00;27.09.2023 12:15:00;78,57;78,57;79,42
27.09.2023 12:15:00;27.09.2023 12:30:00;84,42;84,42;85,23
27.09.2023 12:30:00;27.09.2023 12:45:00;42,07;42,07;42,7
27.09.2023 12:45:00;27.09.2023 13:00:00;61,42;51,80;49,64
27.09.2023 13:00:00;27.09.2023 13:15:00;84,66;84,66;81,12
27.09.2023 13:15:00;27.09.2023 13:30:00;88,63;87,23;96,67
27.09.2023 13:30:00;27.09.2023 13:45:00;94,63;95,52;91,7
27.09.2023 13:45:00;27.09.2023 14:00:00;83,85;83,85;83,87
27.09.2023 14:00:00;27.09.2023 14:15:00;80,47;74,26;71,20
27.09.2023 14:15:00;27.09.2023 14:30:00;77,32;77,32;77,29
27.09.2023 14:30:00;27.09.2023 14:45:00;83,85;83,85;83,85
27.09.2023 14:45:00;27.09.2023 15:00:00;122,37;122,14;120,0
27.09.2023 15:00:00;27.09.2023 15:15:00;16,36;16,36;17,95
27.09.2023 15:15:00;27.09.2023 15:30:00;61,50;61,50;62,64
27.09.2023 15:30:00;27.09.2023 15:45:00;115,38;117,23;112,18
27.09.2023 15:45:00;27.09.2023 16:00:00;62,59;62,59;73,67
27.09.2023 16:00:00;27.09.2023 16:15:00;66,34;66,24;66,24
27.09.2023 16:15:00;27.09.2023 16:30:00;87,95;83,57;79,69
27.09.2023 16:30:00;27.09.2023 16:45:00;139,30;136,76;138,87
27.09.2023 16:45:00;27.09.2023 17:00:00;149,10;146,52;143,13
27.09.2023 17:00:00;27.09.2023 17:15:00;54,19;54,19;60,4
27.09.2023 17:15:00;27.09.2023 17:30:00;152,91;152,91;131,66
27.09.2023 17:30:00;27.09.2023 17:45:00;189,97;189,97;89,65
27.09.2023 17:45:00;27.09.2023 18:00:00;244,99;235,81;235,81
27.09.2023 18:00:00;27.09.2023 18:15:00;179,80;179,80;179,85
27.09.2023 18:15:00;27.09.2023 18:30:00;42,00;42,00;43,48
27.09.2023 18:30:00;27.09.2023 18:45:00;214,38;219,97;219,97
27.09.2023 18:45:00;27.09.2023 19:00:00;236,14;263,80;252,37
27.09.2023 19:00:00;27.09.2023 19:15:00;195,83;206,44;206,44
27.09.2023 19:15:00;27.09.2023 19:30:00;19,71;19,71;20,43
27.09.2023 19:30:00;27.09.2023 19:45:00;93,79;93,79;92,18
27.09.2023 19:45:00;27.09.2023 20:00:00;96,42;96,42;97,37
27.09.2023 20:00:00;27.09.2023 20:15:00;88,10;88,10;88,10
27.09.2023 20:15:00;27.09.2023 20:30:00;140,85;141,38;81,76
27.09.2023 20:30:00;27.09.2023 20:45:00;113,49;113,34;113,34
27.09.2023 20:45:00;27.09.2023 21:00:00;95,27;94,19;91,63
27.09.2023 21:00:00;27.09.2023 21:15:00;145,69;147,49;147,49
27.09.2023 21:15:00;27.09.2023 21:30:00;142,16;142,51;142,51
27.09.2023 21:30:00;27.09.2023 21:45:00;112,55;112,89;112,89
27.09.2023 21:45:00;27.09.2023 22:00:00;101,21;101,21;94,28
27.09.2023 22:00:00;27.09.2023 22:15:00;134,29;130,24;130,24
27.09.2023 22:15:00;27.09.2023 22:30:00;118,57;118,30;118,30
27.09.2023 22:30:00;27.09.2023 22:45:00;131,30;131,30;131,30
27.09.2023 22:45:00;27.09.2023 23:00:00;93,06;90,83;15,62
27.09.2023 23:00:00;27.09.2023 23:15:00;113,76;114,12;114,12
27.09.2023 23:15:00;27.09.2023 23:30:00;113,75;113,75;109,66
27.09.2023 23:30:00;27.09.2023 23:45:00;105,38;105,38;105,38
27.09.2023 23:45:00;28.09.2023 00:00:00;106,19;106,19;107,88
28.09.2023 00:00:00;28.09.2023 00:15:00;99,65;118,75;116,73
28.09.2023 00:15:00;28.09.2023 00:30:00;102,41;111,18;111,18
28.09.2023 00:30:00;28.09.2023 00:45:00;95,57;93,17;91,84
28.09.2023 00:45:00;28.09.2023 01:00:00;72,41;76,53;76,53
28.09.2023 01:00:00;28.09.2023 01:15:00;100,98;106,62;106,62
28.09.2023 01:15:00;28.09.2023 01:30:00;105,84;105,84;105,84
28.09.2023 01:30:00;28.09.2023 01:45:00;102,23;102,23;98,49
28.09.2023 01:45:00;28.09.2023 02:00:00;89,33;85,61;85,61
28.09.2023 02:00:00;28.09.2023 02:15:00;116,73;116,73;116,21
28.09.2023 02:15:00;28.09.2023 02:30:00;86,16;84,64;84,64
28.09.2023 02:30:00;28.09.2023 02:45:00;100,73;100,73;97,54
28.09.2023 02:45:00;28.09.2023 03:00:00;104,84;104,84;104,84
28.09.2023 03:00:00;28.09.2023 03:15:00;107,35;107,35;103,22
28.09.2023 03:15:00;28.09.2023 03:30:00;90,70;90,70;85,96
28.09.2023 03:30:00;28.09.2023 03:45:00;84,90;86,80;85,37
28.09.2023 03:45:00;28.09.2023 04:00:00;59,67;59,67;60,1
28.09.2023 04:00:00;28.09.2023 04:15:00;64,89;61,49;61,49
28.09.2023 04:15:00;28.09.2023 04:30:00;75,33;74,49;73,12
28.09.2023 04:30:00;28.09.2023 04:45:00;69,27;69,27;69,43
28.09.2023 04:45:00;28.09.2023 05:00:00;37,45;37,45;37,16
28.09.2023 05:00:00;28.09.2023 05:15:00;91,31;89,64;88,29
28.09.2023 05:15:00;28.09.2023 05:30:00;99,88;97,74;96,44
28.09.2023 05:30:00;28.09.2023 05:45:00;109,53;109,69;109,34
28.09.2023 05:45:00;28.09.2023 06:00:00;121,14;121,22;120,31
28.09.2023 06:00:00;28.09.2023 06:15:00;27,09;27,09;30,68
28.09.2023 06:15:00;28.09.2023 06:30:00;118,03;118,03;109,30
28.09.2023 06:30:00;28.09.2023 06:45:00;77,19;77,19;77,48
28.09.2023 06:45:00;28.09.2023 07:00:00;126,57;126,60;123,52
28.09.2023 07:00:00;28.09.2023 07:15:00;95,83;95,83;95,99
28.09.2023 07:15:00;28.09.2023 07:30:00;106,38;106,38;108,96
28.09.2023 07:30:00;28.09.2023 07:45:00;100,98;99,28;99,28
28.09.2023 07:45:00;28.09.2023 08:00:00;76,48;76,48;77,79
28.09.2023 08:00:00;28.09.2023 08:15:00;173,06;160,91;156,30
28.09.2023 08:15:00;28.09.2023 08:30:00;142,56;142,10;142,10
28.09.2023 08:30:00;28.09.2023 08:45:00;125,42;126,26;126,26
28.09.2023 08:45:00;28.09.2023 09:00:00;116,02;117,91;117,91
28.09.2023 09:00:00;28.09.2023 09:15:00;147,15;148,34;148,34
28.09.2023 09:15:00;28.09.2023 09:30:00;149,96;149,96;147,80
28.09.2023 09:30:00;28.09.2023 09:45:00;156,70;156,70;155,95
28.09.2023 09:45:00;28.09.2023 10:00:00;77,98;79,12;77,23
28.09.2023 10:00:00;28.09.2023 10:15:00;156,70;156,70;156,59
28.09.2023 10:15:00;28.09.2023 10:30:00;75,59;75,59;75,36
28.09.2023 10:30:00;28.09.2023 10:45:00;108,27;108,27;110,67
28.09.2023 10:45:00;28.09.2023 11:00:00;110,02;110,02;109,80
28.09.2023 11:00:00;28.09.2023 11:15:00;98,69;101,01;98,96
28.09.2023 11:15:00;28.09.2023 11:30:00;92,32;94,37;92,77
28.09.2023 11:30:00;28.09.2023 11:45:00;82,04;82,04;84,28
28.09.2023 11:45:00;28.09.2023 12:00:00;70,45;65,64;65,64
28.09.2023 12:00:00;28.09.2023 12:15:00;72,86;72,86;73,12
28.09.2023 12:15:00;28.09.2023 12:30:00;65,85;65,85;66,79
28.09.2023 12:30:00;28.09.2023 12:45:00;58,26;58,26;58,37
28.09.2023 12:45:00;28.09.2023 13:00:00;2,68;2,68;2,92
28.09.2023 13:00:00;28.09.2023 13:15:00;72,45;72,45;73,11
28.09.2023 13:15:00;28.09.2023 13:30:00;53,60;53,60;53,63
28.09.2023 13:30:00;28.09.2023 13:45:00;102,43;93,02;90,96
28.09.2023 13:45:00;28.09.2023 14:00:00;87,58;84,16;17,95
28.09.2023 14:00:00;28.09.2023 14:15:00;153,65;153,65;153,81
28.09.2023 14:15:00;28.09.2023 14:30:00;155,64;155,64;155,64
28.09.2023 14:30:00;28.09.2023 14:45:00;135,83;135,83;75,41
28.09.2023 14:45:00;28.09.2023 15:00:00;131,70;131,70;131,70
28.09.2023 15:00:00;28.09.2023 15:15:00;43,29;43,29;44,38
28.09.2023 15:15:00;28.09.2023 15:30:00;128,68;128,68;129,27
28.09.2023 15:30:00;28.09.2023 15:45:00;140,80;140,80;141,30
28.09.2023 15:45:00;28.09.2023 16:00:00;141,85;141,85;99,94
28.09.2023 16:00:00;28.09.2023 16:15:00;57,29;57,29;57,61
28.09.2023 16:15:00;28.09.2023 16:30:00;103,30;103,30;99,92
28.09.2023 16:30:00;28.09.2023 16:45:00;136,25;136,25;122,97
28.09.2023 16:45:00;28.09.2023 17:00:00;146,25;146,37;144,21
28.09.2023 17:00:00;28.09.2023 17:15:00;73,78;73,57;73,57
28.09.2023 17:15:00;28.09.2023 17:30:00;162,66;162,66;163,16
28.09.2023 17:30:00;28.09.2023 17:45:00;104,39;104,39;113,67
28.09.2023 17:45:00;28.09.2023 18:00:00;243,83;242,84;239,27
28.09.2023 18:00:00;28.09.2023 18:15:00;121,81;121,34;121,34
28.09.2023 18:15:00;28.09.2023 18:30:00;147,81;147,81;95,73
28.09.2023 18:30:00;28.09.2023 18:45:00;191,36;191,58;183,73
28.09.2023 18:45:00;28.09.2023 19:00:00;294,46;309,18;309,18
28.09.2023 19:00:00;28.09.2023 19:15:00;227,53;224,92;224,92
28.09.2023 19:15:00;28.09.2023 19:30:00;265,76;282,50;270,81
28.09.2023 19:30:00;28.09.2023 19:45:00;244,59;244,59;28,8
28.09.2023 19:45:00;28.09.2023 20:00:00;58,80;58,80;59,35
28.09.2023 20:00:00;28.09.2023 20:15:00;46,21;46,21;46,59
28.09.2023 20:15:00;28.09.2023 20:30:00;60,31;60,31;59,69
28.09.2023 20:30:00;28.09.2023 20:45:00;-91,10;-91,10;-92,96
28.09.2023 20:45:00;28.09.2023 21:00:00;133,11;130,92;130,92
28.09.2023 21:00:00;28.09.2023 21:15:00;58,42;58,42;57,85
28.09.2023 21:15:00;28.09.2023 21:30:00;-2,31;-2,31;-2,41
28.09.2023 21:30:00;28.09.2023 21:45:00;20,32;20,32;24,39
28.09.2023 21:45:00;28.09.2023 22:00:00;-237,31;-237,31;-208,91
28.09.2023 22:00:00;28.09.2023 22:15:00;119,57;119,33;16,52
28.09.2023 22:15:00;28.09.2023 22:30:00;121,96;121,69;114,24
28.09.2023 22:30:00;28.09.2023 22:45:00;115,19;114,09;114,9
28.09.2023 22:45:00;28.09.2023 23:00:00;98,97;98,56;92,32
28.09.2023 23:00:00;28.09.2023 23:15:00;138,67;138,67;135,4
28.09.2023 23:15:00;28.09.2023 23:30:00;117,99;119,87;117,3
28.09.2023 23:30:00;28.09.2023 23:45:00;91,06;88,98;86,40
28.09.2023 23:45:00;29.09.2023 00:00:00;84,51;83,03;80,95
29.09.2023 00:00:00;29.09.2023 00:15:00;112,22;133,85;131,20
29.09.2023 00:15:00;29.09.2023 00:30:00;119,90;120,58;117,84
29.09.2023 00:30:00;29.09.2023 00:45:00;126,79;126,79;125,59
29.09.2023 00:45:00;29.09.2023 01:00:00;158,23;158,23;155,33
29.09.2023 01:00:00;29.09.2023 01:15:00;153,32;153,32;152,16
29.09.2023 01:15:00;29.09.2023 01:30:00;153,36;153,36;153,92
29.09.2023 01:30:00;29.09.2023 01:45:00;112,25;94,30;94,30
29.09.2023 01:45:00;29.09.2023 02:00:00;83,41;85,12;174,15
29.09.2023 02:00:00;29.09.2023 02:15:00;168,21;168,21;168,21
29.09.2023 02:15:00;29.09.2023 02:30:00;162,10;162,10;163,61
29.09.2023 02:30:00;29.09.2023 02:45:00;180,38;180,38;104,66
29.09.2023 02:45:00;29.09.2023 03:00:00;71,03;71,03;71,2
29.09.2023 03:00:00;29.09.2023 03:15:00;71,16;71,16;54,18
29.09.2023 03:15:00;29.09.2023 03:30:00;186,51;186,51;186,51
29.09.2023 03:30:00;29.09.2023 03:45:00;0,00;0,00;0,0
29.09.2023 03:45:00;29.09.2023 04:00:00;117,27;117,27;119,18
29.09.2023 04:00:00;29.09.2023 04:15:00;134,50;134,50;134,84
29.09.2023 04:15:00;29.09.2023 04:30:00;132,91;132,91;133,16
29.09.2023 04:30:00;29.09.2023 04:45:00;75,48;75,48;73,89
29.09.2023 04:45:00;29.09.2023 05:00:00;149,29;149,29;149,34
29.09.2023 05:00:00;29.09.2023 05:15:00;-13,11;-13,11;-13,29
29.09.2023 05:15:00;29.09.2023 05:30:00;11,66;11,66;11,47
29.09.2023 05:30:00;29.09.2023 05:45:00;152,83;152,83;152,60
29.09.2023 05:45:00;29.09.2023 06:00:00;136,59;135,75;135,75
29.09.2023 06:00:00;29.09.2023 06:15:00;109,66;109,66;8,21
29.09.2023 06:15:00;29.09.2023 06:30:00;126,90;128,86;125,86
29.09.2023 06:30:00;29.09.2023 06:45:00;81,97;81,97;84,38
29.09.2023 06:45:00;29.09.2023 07:00:00;171,86;172,17;168,13
29.09.2023 07:00:00;29.09.2023 07:15:00;145,41;143,21;143,21
29.09.2023 07:15:00;29.09.2023 07:30:00;159,49;159,26;159,26
29.09.2023 07:30:00;29.09.2023 07:45:00;140,10;151,14;151,14
29.09.2023 07:45:00;29.09.2023 08:00:00;142,67;142,67;131,95
29.09.2023 08:00:00;29.09.2023 08:15:00;174,97;174,81;174,81
29.09.2023 08:15:00;29.09.2023 08:30:00;155,53;155,25;151,73
29.09.2023 08:30:00;29.09.2023 08:45:00;-35,94;-35,94;-35,97
29.09.2023 08:45:00;29.09.2023 09:00:00;94,69;93,49;90,95
29.09.2023 09:00:00;29.09.2023 09:15:00;154,70;154,70;154,68
29.09.2023 09:15:00;29.09.2023 09:30:00;145,85;145,85;145,86
29.09.2023 09:30:00;29.09.2023 09:45:00;104,79;104,79;84,31
29.09.2023 09:45:00;29.09.2023 10:00:00;79,69;79,20;77,54
29.09.2023 10:00:00;29.09.2023 10:15:00;137,14;137,14;136,93
29.09.2023 10:15:00;29.09.2023 10:30:00;144,83;144,83;145,1
29.09.2023 10:30:00;29.09.2023 10:45:00;151,47;18,29;19,52
29.09.2023 10:45:00;29.09.2023 11:00:00;32,87;32,87;34,68
29.09.2023 11:00:00;29.09.2023 11:15:00;146,78;146,78;146,78
29.09.2023 11:15:00;29.09.2023 11:30:00;0,00;0,00;0,0
29.09.2023 11:30:00;29.09.2023 11:45:00;80,21;79,98;78,92
29.09.2023 11:45:00;29.09.2023 12:00:00;0,00;0,00;0,0
29.09.2023 12:00:00;29.09.2023 12:15:00;113,76;113,76;113,67
29.09.2023 12:15:00;29.09.2023 12:30:00;127,11;127,11;127,25
29.09.2023 12:30:00;29.09.2023 12:45:00;134,44;134,44;76,35
29.09.2023 12:45:00;29.09.2023 13:00:00;48,23;48,25;48,25
29.09.2023 13:00:00;29.09.2023 13:15:00;49,00;49,00;43,98
29.09.2023 13:15:00;29.09.2023 13:30:00;63,61;63,61;60,34
29.09.2023 13:30:00;29.09.2023 13:45:00;109,25;109,25;109,21
29.09.2023 13:45:00;29.09.2023 14:00:00;50,13;50,13;50,21
29.09.2023 14:00:00;29.09.2023 14:15:00;45,39;45,21;45,21
29.09.2023 14:15:00;29.09.2023 14:30:00;73,53;73,51;73,49
29.09.2023 14:30:00;29.09.2023 14:45:00;48,80;48,80;48,78
29.09.2023 14:45:00;29.09.2023 15:00:00;95,67;95,67;45,22
29.09.2023 15:00:00;29.09.2023 15:15:00;44,14;44,14;44,40
29.09.2023 15:15:00;29.09.2023 15:30:00;56,28;56,28;56,54
29.09.2023 15:30:00;29.09.2023 15:45:00;139,67;139,67;83,92
29.09.2023 15:45:00;29.09.2023 16:00:00;145,28;145,28;90,90
29.09.2023 16:00:00;29.09.2023 16:15:00;54,72;54,42;54,42
29.09.2023 16:15:00;29.09.2023 16:30:00;50,98;50,98;50,95
29.09.2023 16:30:00;29.09.2023 16:45:00;149,83;149,83;148,17
29.09.2023 16:45:00;29.09.2023 17:00:00;168,19;168,19;168,20
29.09.2023 17:00:00;29.09.2023 17:15:00;133,65;133,65;132,80
29.09.2023 17:15:00;29.09.2023 17:30:00;125,19;125,19;127,98
29.09.2023 17:30:00;29.09.2023 17:45:00;136,45;136,45;136,45
29.09.2023 17:45:00;29.09.2023 18:00:00;140,09;139,60;137,73
29.09.2023 18:00:00;29.09.2023 18:15:00;98,80;100,65;100,65
29.09.2023 18:15:00;29.09.2023 18:30:00;115,14;114,52;114,28
29.09.2023 18:30:00;29.09.2023 18:45:00;57,55;57,55;57,86
29.09.2023 18:45:00;29.09.2023 19:00:00;72,81;72,81;72,69
29.09.2023 19:00:00;29.09.2023 19:15:00;139,08;137,35;136,73
29.09.2023 19:15:00;29.09.2023 19:30:00;93,14;93,14;93,22
29.09.2023 19:30:00;29.09.2023 19:45:00;148,36;147,35;147,85
29.09.2023 19:45:00;29.09.2023 20:00:00;50,10;50,10;50,12
29.09.2023 20:00:00;29.09.2023 20:15:00;32,44;32,44;31,86
29.09.2023 20:15:00;29.09.2023 20:30:00;-85,97;-85,97;-88,15
29.09.2023 20:30:00;29.09.2023 20:45:00;36,55;36,55;39,18
29.09.2023 20:45:00;29.09.2023 21:00:00;97,43;96,04;96,27
29.09.2023 21:00:00;29.09.2023 21:15:00;85,97;85,97;87,0
29.09.2023 21:15:00;29.09.2023 21:30:00;71,45;71,45;69,77
29.09.2023 21:30:00;29.09.2023 21:45:00;51,80;51,80;50,53
29.09.2023 21:45:00;29.09.2023 22:00:00;99,16;99,16;99,16
29.09.2023 22:00:00;29.09.2023 22:15:00;129,47;129,59;129,59
29.09.2023 22:15:00;29.09.2023 22:30:00;101,00;100,75;100,75
29.09.2023 22:30:00;29.09.2023 22:45:00;92,31;93,73;93,73
29.09.2023 22:45:00;29.09.2023 23:00:00;77,28;77,41;77,41
29.09.2023 23:00:00;29.09.2023 23:15:00;134,96;134,96;135,52
29.09.2023 23:15:00;29.09.2023 23:30:00;120,10;120,10;120,62
29.09.2023 23:30:00;29.09.2023 23:45:00;100,15;100,15;96,3
29.09.2023 23:45:00;30.09.2023 00:00:00;99,16;99,16;98,75
30.09.2023 00:00:00;30.09.2023 00:15:00;143,74;143,74;143,57
30.09.2023 00:15:00;30.09.2023 00:30:00;144,45;144,45;144,80
30.09.2023 00:30:00;30.09.2023 00:45:00;114,41;114,41;113,76
30.09.2023 00:45:00;30.09.2023 01:00:00;106,71;100,01;100,1
30.09.2023 01:00:00;30.09.2023 01:15:00;110,60;110,60;110,79
30.09.2023 01:15:00;30.09.2023 01:30:00;103,34;100,28;100,13
30.09.2023 01:30:00;30.09.2023 01:45:00;104,06;100,59;100,60
30.09.2023 01:45:00;30.09.2023 02:00:00;100,01;100,01;100,1
30.09.2023 02:00:00;30.09.2023 02:15:00;141,36;141,36;141,37
